,Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type,Engagement_Rate
370,2023-03-25 10:00:12.000,General ,INSTAGRAM,Community Engagement ,9488,229,Photo,2.413575042158516
374,2023-03-25 10:00:03.203,General ,TWITTER,Community Engagement ,13774,134,Photo,0.9728473936401918
375,2023-03-25 10:00:01.000,General ,FBPAGE,Community Engagement ,19239,709,Photo,3.6852227246738396
376,2023-03-25 09:00:28.462,General ,TWITTER,Community Engagement ,9761,92,Video,0.9425263804938019
377,2023-03-24 19:28:57.780,CSGO,TWITTER,Community Engagement ,855,9,Photo,1.0526315789473684
378,2023-03-24 18:03:45.287,CSGO,TWITTER,Community Engagement ,1254,10,Photo,0.7974481658692184
379,2023-03-24 17:57:00.799,General,LINKEDIN_COMPANY,Community Engagement ,933,16,Photo,1.714898177920686
380,2023-03-24 17:06:12.990,CSGO,TWITTER,Community Engagement ,1891,33,Photo,1.7451084082496033
381,2023-03-24 13:54:50.669,General,LINKEDIN_COMPANY,Community Engagement ,2026,48,Video,2.3692003948667324
382,2023-03-24 13:54:17.193,General,LINKEDIN_COMPANY,Community Engagement ,917,12,Photo,1.3086150490730644
383,2023-03-24 13:30:01.572,General ,TWITTER,Community Engagement ,10785,79,Photo,0.7324988409828466
384,2023-03-24 13:18:31.000,General ,YOUTUBE,Community Engagement ,340,23,Video,6.764705882352941
386,2023-03-24 13:00:07.929,General ,TWITTER,Community Engagement ,13252,44,Link,0.332025354663447
387,2023-03-24 13:00:06.871,General ,TWITTER,Community Engagement ,18405,349,Photo,1.8962238522140722
388,2023-03-24 12:51:09.843,General ,TWITTER,Community Engagement ,2127,20,Text,0.9402914903620121
389,2023-03-24 12:30:52.631,General ,TWITTER,Community Engagement ,4565,164,Video,3.592552026286966
390,2023-03-24 12:25:37.000,General ,TIKTOK_BUSINESS,N/A ,1018,122,Video,11.984282907662083
391,2023-03-24 12:24:41.000,General ,INSTAGRAM,Community Engagement ,5579,0,Photo,0.0
392,2023-03-24 11:46:42.536,General ,TWITTER,Community Engagement ,3059,51,Link,1.6672115070284408
393,2023-03-24 11:37:10.842,General ,TWITTER,Community Engagement ,9237,105,Link,1.136732705423839
394,2023-03-24 11:34:53.000,General ,FBPAGE,Community Engagement ,7489,408,Video,5.4479903858993195
395,2023-03-24 11:34:36.090,DOTA2,TWITTER,Community Engagement ,2615,86,Video,3.288718929254302
397,2023-03-24 11:31:26.000,General ,FBPAGE,Community Engagement ,4663,123,Video,2.637786832511259
398,2023-03-24 11:31:19.000,General ,INSTAGRAM,Community Engagement ,14237,434,Video,3.048395027042214
399,2023-03-24 11:30:16.602,General ,TWITTER,Community Engagement ,142423,5881,Video,4.1292487870638865
400,2023-03-24 11:24:01.000,General ,YOUTUBE,Community Engagement ,2846,130,Video,4.567814476458187
401,2023-03-24 09:12:51.000,General ,INSTAGRAM,Evergreen ,3048,20,Video,0.6561679790026247
402,2023-03-24 09:12:11.000,General ,TIKTOK_BUSINESS,Evergreen ,269,11,Video,4.089219330855019
403,2023-03-24 09:00:11.000,General ,INSTAGRAM,Community Engagement ,16432,370,Photo,2.251703992210321
404,2023-03-24 09:00:02.149,General ,TWITTER,Community Engagement ,13422,145,Photo,1.0803158992698554
405,2023-03-24 09:00:02.074,DOTA2,TWITTER,Community Engagement ,1750,38,Photo,2.1714285714285713
406,2023-03-24 09:00:00.000,General ,FBPAGE,Community Engagement ,12438,407,Photo,3.2722302621000163
407,2023-03-24 09:00:00.000,General ,FBPAGE,Community Engagement ,16456,158,Photo,0.960136120563928
408,2023-03-23 19:26:56.644,CSGO,TWITTER,Community Engagement ,808,16,Photo,1.9801980198019802
409,2023-03-23 19:13:43.000,General ,YOUTUBE,N/A ,6,0,Video,0.0
410,2023-03-23 18:44:30.000,General ,YOUTUBE,Community Engagement ,162,9,Video,5.555555555555555
411,2023-03-23 18:15:03.156,CSGO,TWITTER,Community Engagement ,1241,19,Photo,1.5310233682514103
412,2023-03-23 17:07:48.584,CSGO,TWITTER,Community Engagement ,2089,31,Photo,1.4839636189564385
414,2023-03-23 16:30:02.205,General ,TWITTER,Community Engagement ,12442,50,Photo,0.4018646519852114
416,2023-03-23 15:19:23.000,General ,INSTAGRAM,Evergreen ,22832,675,Video,2.956377014716188
417,2023-03-23 15:19:06.000,General ,TIKTOK_BUSINESS,Evergreen ,170,13,Video,7.647058823529412
418,2023-03-23 15:17:53.000,Valorant,YOUTUBE,Evil Exhibited ,309,23,Video,7.443365695792881
420,2023-03-23 13:39:18.562,General,LINKEDIN_COMPANY,Evil Exhibited ,3859,124,Link,3.2132676859289973
421,2023-03-23 13:08:15.000,General ,INSTAGRAM,Evil Exhibited ,6974,74,Video,1.061084026383711
422,2023-03-23 13:00:12.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,156,7,Video,4.487179487179487
428,2023-03-23 12:06:57.000,General ,INSTAGRAM,N/A ,4004,0,Video,0.0
429,2023-03-23 12:00:25.329,General ,TWITTER,Community Engagement ,10704,227,Video,2.1207025411061284
430,2023-03-23 12:00:01.000,General ,FBPAGE,Community Engagement ,13317,653,Video,4.903506795824885
433,2023-03-23 11:18:36.000,General ,INSTAGRAM,N/A ,4286,0,Video,0.0
434,2023-03-23 11:00:02.034,General ,TWITTER,Community Engagement ,11726,81,Photo,0.6907726419921543
437,2023-03-23 10:44:30.000,General ,INSTAGRAM,N/A ,5117,0,Video,0.0
438,2023-03-23 09:34:47.120,General ,TIKTOK_BUSINESS,Evergreen ,71,1,Video,1.4084507042253522
439,2023-03-23 09:12:19.000,General ,INSTAGRAM,Evergreen ,101,1,Video,0.9900990099009901
440,2023-03-23 08:47:40.000,General ,YOUTUBE,Community Engagement ,1627,27,Video,1.6594960049170253
441,2023-03-23 08:47:38.000,General ,YOUTUBE,N/A ,671,15,Video,2.235469448584203
442,2023-03-22 21:27:56.366,CSGO,TWITTER,Community Engagement ,1282,23,Photo,1.794071762870515
443,2023-03-22 20:09:07.086,CSGO,TWITTER,Community Engagement ,1612,20,Photo,1.240694789081886
444,2023-03-22 19:15:58.968,CSGO,TWITTER,Community Engagement ,74,10,Video,13.513513513513514
445,2023-03-22 19:15:32.486,CSGO,TWITTER,Community Engagement ,737,4,Photo,0.5427408412483039
446,2023-03-22 18:56:28.376,CSGO,TWITTER,Community Engagement ,743,13,Photo,1.7496635262449527
447,2023-03-22 18:49:32.822,CSGO,TWITTER,Community Engagement ,134,4,Text,2.9850746268656714
449,2023-03-22 18:41:55.251,CSGO,TWITTER,Community Engagement ,1825,142,Video,7.780821917808218
450,2023-03-22 18:20:47.681,CSGO,TWITTER,Community Engagement ,1012,8,Photo,0.7905138339920948
453,2023-03-22 17:45:51.000,General ,YOUTUBE,Community Engagement ,969,42,Video,4.3343653250774
454,2023-03-22 17:42:27.384,CSGO,TWITTER,Community Engagement ,1519,18,Photo,1.184990125082291
455,2023-03-22 17:07:29.025,CSGO,TWITTER,Community Engagement ,2601,39,Photo,1.4994232987312572
456,2023-03-22 16:45:37.000,General ,INSTAGRAM,Evergreen ,25224,414,Video,1.6412940057088488
457,2023-03-22 16:45:06.000,General ,TIKTOK_BUSINESS,Evergreen ,151,5,Video,3.3112582781456954
458,2023-03-22 15:28:38.292,CSGO,TWITTER,Community Engagement ,292,8,Text,2.73972602739726
459,2023-03-22 15:11:47.474,General ,TWITTER,Community Engagement ,38217,1253,Photo,3.2786456289086012
460,2023-03-22 14:26:59.000,General ,INSTAGRAM,Evergreen ,25235,252,Video,0.9986130374479889
461,2023-03-22 14:24:06.000,General ,TIKTOK_BUSINESS,Evergreen ,986,30,Video,3.0425963488843815
462,2023-03-22 13:14:06.000,General ,INSTAGRAM,Community Engagement ,8023,288,Photo,3.5896796709460306
464,2023-03-22 13:13:36.998,General ,TWITTER,Community Engagement ,16900,212,Photo,1.2544378698224852
465,2023-03-22 13:03:54.849,General ,TWITTER,Community Engagement ,23361,1043,Video,4.4647061341552154
467,2023-03-22 11:49:19.000,General ,INSTAGRAM,Evergreen ,7449,85,Video,1.1410927641294133
468,2023-03-22 11:48:52.000,General ,TIKTOK_BUSINESS,Evergreen ,93,2,Video,2.1505376344086025
470,2023-03-22 11:23:44.941,DOTA2,TWITTER,N/A ,1450,26,Text,1.7931034482758619
471,2023-03-22 11:00:01.991,General ,TWITTER,Community Engagement ,12755,94,Photo,0.7369658957271658
472,2023-03-22 10:59:24.126,General,LINKEDIN_COMPANY,Community Engagement ,2046,45,Photo,2.1994134897360706
474,2023-03-22 09:49:39.598,CSGO,TWITTER,Community Engagement ,78,6,Video,7.6923076923076925
475,2023-03-22 09:48:16.002,CSGO,TWITTER,Community Engagement ,1565,105,Video,6.7092651757188495
476,2023-03-22 09:42:44.470,CSGO,TWITTER,Community Engagement ,205398,3831,Photo,1.8651593491660097
477,2023-03-22 09:14:49.000,General ,FBPAGE,Community Engagement ,38892,3862,Video,9.930062737838115
478,2023-03-22 09:03:39.000,General ,FBPAGE,Community Engagement ,21408,3964,Video,18.51644245142003
479,2023-03-22 08:51:40.572,CSGO,TWITTER,Community Engagement ,88,9,Video,10.227272727272728
482,2023-03-21 19:35:22.173,CSGO,TWITTER,Community Engagement ,971,13,Photo,1.3388259526261586
483,2023-03-21 18:33:53.345,CSGO,TWITTER,Community Engagement ,34095,2248,Video,6.593342132277461
484,2023-03-21 18:13:10.528,CSGO,TWITTER,Community Engagement ,1415,22,Photo,1.5547703180212016
485,2023-03-21 18:09:44.987,CSGO,TWITTER,Community Engagement ,2187,271,Video,12.391403749428441
486,2023-03-21 17:06:12.582,CSGO,TWITTER,Community Engagement ,2117,38,Photo,1.7949929145016534
487,2023-03-21 13:35:53.771,General ,TWITTER,Community Engagement ,15423,133,Photo,0.8623484406406017
488,2023-03-21 13:33:49.842,DOTA2,TWITTER,Community Engagement ,2877,150,Photo,5.213764337851929
489,2023-03-21 13:33:48.000,General ,FBPAGE,Community Engagement ,30357,4106,Photo,13.525710709226868
490,2023-03-21 13:12:12.244,DOTA2,TWITTER,N/A ,27,1,Text,3.7037037037037033
491,2023-03-21 12:46:15.154,DOTA2,TWITTER,N/A ,5795,353,Photo,6.091458153580673
492,2023-03-21 12:22:40.502,General ,TWITTER,Community Engagement ,1793,29,Photo,1.6174010039040714
493,2023-03-21 12:21:19.696,General ,TWITTER,Community Engagement ,18422,61,Photo,0.33112582781456956
494,2023-03-21 12:20:36.000,General ,INSTAGRAM,Evergreen ,10624,131,Video,1.2330572289156627
495,2023-03-21 12:20:07.000,General ,TIKTOK_BUSINESS,Evergreen ,132,4,Video,3.0303030303030303
496,2023-03-21 11:47:25.000,DOTA2,YOUTUBE,N/A ,852,65,Video,7.629107981220658
497,2023-03-21 11:44:18.000,DOTA2,YOUTUBE,N/A ,690,37,Video,5.36231884057971
498,2023-03-21 11:39:00.000,Valorant,YOUTUBE,Evil Exhibited ,572,14,Video,2.4475524475524475
499,2023-03-21 11:25:03.807,DOTA2,TWITTER,Community Engagement ,3122,263,Photo,8.424087123638694
500,2023-03-21 11:25:02.000,General ,FBPAGE,Community Engagement ,36680,6625,Photo,18.061613958560525
501,2023-03-21 11:24:41.000,General ,YOUTUBE,N/A ,5091,130,Video,2.5535258298958947
502,2023-03-21 11:22:48.000,General ,YOUTUBE,N/A ,1600,52,Video,3.25
504,2023-03-21 11:19:34.000,General ,YOUTUBE,N/A ,761,15,Video,1.971090670170828
505,2023-03-21 11:00:31.501,General ,TWITTER,Evil Exhibited ,14609,378,Video,2.5874460948730236
506,2023-03-21 10:48:55.000,DOTA2,YOUTUBE,N/A ,2093,111,Video,5.303392259913999
507,2023-03-21 10:46:30.000,Valorant,YOUTUBE,Evil Exhibited ,298,6,Video,2.013422818791946
508,2023-03-21 10:46:26.000,Valorant,YOUTUBE,Evil Exhibited ,1336,29,Video,2.1706586826347305
509,2023-03-21 10:14:22.824,DOTA2,TWITTER,Community Engagement ,1704,78,Photo,4.577464788732395
510,2023-03-21 10:14:21.000,General ,FBPAGE,Community Engagement ,21722,1667,Photo,7.674247306877819
513,2023-03-21 09:23:46.725,DOTA2,TWITTER,N/A ,800,33,Photo,4.125
514,2023-03-21 09:23:32.000,General ,FBPAGE,Community Engagement ,29818,8025,Photo,26.913273861425985
515,2023-03-21 09:23:32.000,General ,FBPAGE,Community Engagement ,29818,8025,Photo,26.913273861425985
516,2023-03-21 09:23:32.000,General ,FBPAGE,Community Engagement ,59636,16048,Photo,26.90992018244014
517,2023-03-21 09:23:31.289,DOTA2,TWITTER,Community Engagement ,6102,364,Photo,5.965257292690921
518,2023-03-21 09:20:29.799,DOTA2,TWITTER,N/A ,19,1,Text,5.263157894736842
519,2023-03-21 09:10:37.000,General ,INSTAGRAM,Evergreen ,16315,224,Video,1.3729696598222496
520,2023-03-21 09:10:06.000,General ,TIKTOK_BUSINESS,Evergreen ,1057,42,Video,3.9735099337748347
522,2023-03-21 07:50:33.016,DOTA2,TWITTER,N/A ,135,12,Text,8.88888888888889
524,2023-03-20 18:20:44.735,CSGO,TWITTER,Community Engagement ,1484,27,Photo,1.8194070080862534
528,2023-03-20 17:55:30.895,DOTA2,TWITTER,N/A ,24,4,Text,16.666666666666664
529,2023-03-20 17:19:51.861,CSGO,TWITTER,Community Engagement ,1847,17,Photo,0.9204114780725501
531,2023-03-20 16:30:43.000,General ,YOUTUBE,N/A ,2208,66,Video,2.989130434782609
532,2023-03-20 16:15:39.401,CSGO,TWITTER,Community Engagement ,4354,119,Photo,2.7331189710610935
534,2023-03-20 14:08:34.000,General ,INSTAGRAM,Evergreen ,10618,130,Video,1.2243360331512525
535,2023-03-20 14:08:06.000,General ,TIKTOK_BUSINESS,Evergreen ,1021,36,Video,3.525954946131244
538,2023-03-20 13:22:06.593,General ,TWITTER,Community Engagement ,289,14,Text,4.844290657439446
540,2023-03-20 12:37:31.985,DOTA2,TWITTER,N/A ,806,136,Link,16.87344913151365
541,2023-03-20 12:08:02.000,General ,INSTAGRAM,Evergreen ,8033,79,Video,0.9834432964023403
542,2023-03-20 12:01:08.000,General ,TIKTOK_BUSINESS,Evergreen ,139,5,Video,3.597122302158273
543,2023-03-20 12:00:01.394,General ,TWITTER,Community Engagement ,14712,151,Photo,1.0263730288200108
544,2023-03-20 10:22:19.346,General ,TWITTER,Community Engagement ,400,20,Text,5.0
546,2023-03-20 10:01:01.639,CSGO,TWITTER,Community Engagement ,144080,10909,Photo,7.571488062187673
547,2023-03-20 09:58:42.000,General ,INSTAGRAM,Evergreen ,206,2,Video,0.9708737864077669
548,2023-03-20 09:58:16.000,General ,TIKTOK_BUSINESS,Evergreen ,966,46,Video,4.761904761904762
553,2023-03-20 09:01:12.071,DOTA2,TWITTER,Community Engagement ,15547,1628,Video,10.471473596192192
554,2023-03-20 09:01:07.150,General ,TWITTER,Community Engagement ,22456,814,Video,3.624866405415034
555,2023-03-20 09:01:05.000,General ,INSTAGRAM,Community Engagement ,41199,3073,Video,7.458918905798684
557,2023-03-20 09:00:54.000,General ,FBPAGE,Community Engagement ,118245,13438,Video,11.364539726838343
558,2023-03-20 08:30:50.311,DOTA2,TWITTER,N/A ,1235,56,Text,4.534412955465587
559,2023-03-20 07:16:24.661,DOTA2,TWITTER,N/A ,1044,66,Text,6.321839080459771
560,2023-03-20 06:06:12.000,General ,INSTAGRAM,Evergreen ,6515,66,Video,1.0130468150422103
561,2023-03-20 06:00:09.000,General ,TIKTOK_BUSINESS,Evergreen ,64,2,Video,3.125
562,2023-03-19 18:57:45.273,CSGO,TWITTER,Community Engagement ,1191,17,Text,1.4273719563392109
563,2023-03-19 18:53:41.247,General ,TWITTER,Community Engagement ,230,7,Text,3.0434782608695654
564,2023-03-19 18:35:00.189,CSGO,TWITTER,Community Engagement ,1593,16,Photo,1.0043942247332078
565,2023-03-19 17:45:45.172,CSGO,TWITTER,Community Engagement ,816,19,Photo,2.3284313725490198
566,2023-03-19 17:20:06.041,General ,TWITTER,Community Engagement ,505,24,Text,4.752475247524752
568,2023-03-19 16:43:16.524,CSGO,TWITTER,Community Engagement ,5051,145,Photo,2.870718669570382
570,2023-03-19 15:36:16.982,DOTA2,TWITTER,Community Engagement ,4062,142,Photo,3.4958148695224027
571,2023-03-19 15:36:15.000,General ,FBPAGE,Community Engagement ,29585,3412,Photo,11.532871387527463
574,2023-03-19 13:40:54.630,DOTA2,TWITTER,Community Engagement ,1077,38,Photo,3.5283194057567315
575,2023-03-19 13:40:53.000,General ,FBPAGE,Community Engagement ,16607,1322,Photo,7.960498584934064
576,2023-03-19 12:06:35.595,General ,TWITTER,Community Engagement ,756,17,Text,2.2486772486772484
580,2023-03-19 09:17:08.022,DOTA2,TWITTER,N/A ,1052,47,Photo,4.467680608365019
581,2023-03-19 09:17:07.036,DOTA2,TWITTER,N/A ,6896,386,Photo,5.5974477958236655
582,2023-03-19 09:15:43.000,General ,FBPAGE,N/A ,14282,3398,Photo,23.792185968351774
583,2023-03-19 09:00:02.000,General ,FBPAGE,N/A ,14282,3398,Photo,23.792185968351774
584,2023-03-19 09:00:02.000,General ,FBPAGE,N/A ,28564,6795,Photo,23.78868505811511
588,2023-03-18 18:03:16.000,Valorant,YOUTUBE,Evil Exhibited ,1446,50,Video,3.4578146611341634
592,2023-03-18 09:00:19.683,DOTA2,TWITTER,Community Engagement ,9385,464,Photo,4.944059669685669
593,2023-03-18 09:00:18.000,General ,FBPAGE,Community Engagement ,62861,13950,Photo,22.191820047406182
594,2023-03-18 09:00:13.000,General ,INSTAGRAM,Community Engagement ,29839,1743,Photo,5.841348570662555
595,2023-03-18 09:00:02.547,General ,TWITTER,Community Engagement ,13352,168,Photo,1.2582384661473938
596,2023-03-18 09:00:02.000,General ,FBPAGE,Community Engagement ,38378,3430,Photo,8.93741205899213
597,2023-03-17 20:50:49.989,General ,TWITTER,Community Engagement ,29121,564,Photo,1.9367466776553002
598,2023-03-17 20:49:27.857,General ,TWITTER,Community Engagement ,21230,466,Photo,2.1950070654733866
599,2023-03-17 20:36:52.627,General ,TWITTER,Community Engagement ,15247,235,Photo,1.5412868105201023
600,2023-03-17 20:00:12.091,General ,TWITTER,Community Engagement ,13070,185,Photo,1.4154552410099464
601,2023-03-17 19:57:57.865,General ,TWITTER,Community Engagement ,43899,386,Photo,0.8792911000250574
602,2023-03-17 19:24:45.530,General ,TWITTER,Community Engagement ,172,8,Text,4.651162790697675
603,2023-03-17 17:02:14.968,General ,TWITTER,Community Engagement ,1902,81,Photo,4.2586750788643535
604,2023-03-17 16:54:18.342,DOTA2,TWITTER,N/A ,1324,41,Photo,3.096676737160121
605,2023-03-17 16:53:22.383,General ,TWITTER,Community Engagement ,23742,407,Photo,1.7142616460281357
606,2023-03-17 16:53:07.571,General ,TWITTER,Community Engagement ,18210,65,Text,0.35694673256452497
607,2023-03-17 16:37:39.891,General ,TWITTER,Community Engagement ,19909,93,Text,0.46712542066402135
608,2023-03-17 16:07:41.872,DOTA2,TWITTER,Community Engagement ,894,11,Photo,1.2304250559284116
609,2023-03-17 16:03:21.247,General ,TWITTER,Community Engagement ,42614,465,Photo,1.0911906885061247
610,2023-03-17 15:49:36.303,General ,TWITTER,Community Engagement ,52099,258,Text,0.4952110405190118
611,2023-03-17 12:17:44.202,General,LINKEDIN_COMPANY,Community Engagement ,3358,133,Photo,3.960690887432996
612,2023-03-17 12:00:24.000,General ,INSTAGRAM,Evergreen ,21615,423,Video,1.9569743233865373
613,2023-03-17 12:00:06.000,General ,TIKTOK_BUSINESS,Evergreen ,389,18,Video,4.627249357326478
614,2023-03-17 11:06:33.797,DOTA2,TWITTER,N/A ,442,12,Text,2.7149321266968327
615,2023-03-17 10:53:43.000,DOTA2,YOUTUBE,N/A ,64879,4388,Video,6.763359484578986
619,2023-03-17 09:12:09.000,General ,INSTAGRAM,Evil Exhibited ,7215,70,Video,0.9702009702009702
620,2023-03-17 09:00:40.392,General ,TWITTER,Evil Exhibited ,321,13,Text,4.049844236760125
621,2023-03-17 09:00:08.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,314,10,Video,3.1847133757961785
622,2023-03-17 08:59:01.533,General ,TWITTER,Community Engagement ,183,5,Text,2.73224043715847
625,2023-03-16 16:27:36.540,DOTA2,TWITTER,Community Engagement ,3545,135,Photo,3.80818053596615
626,2023-03-16 16:27:34.000,General ,FBPAGE,Community Engagement ,32910,3796,Photo,11.534487997569128
627,2023-03-16 15:46:02.966,General ,TWITTER,N/A ,243,15,Text,6.172839506172839
629,2023-03-16 15:35:36.000,DOTA2,YOUTUBE,N/A ,1,0,Video,0.0
632,2023-03-16 15:15:33.234,DOTA2,TWITTER,Community Engagement ,2613,140,Photo,5.357826253348642
633,2023-03-16 15:15:31.000,General ,FBPAGE,Community Engagement ,44956,5271,Photo,11.724797579855858
634,2023-03-16 15:06:03.000,General ,YOUTUBE,N/A ,1376,16,Video,1.1627906976744187
636,2023-03-16 14:51:53.885,General ,TWITTER,Community Engagement ,150173,5244,Photo,3.4919725916110087
637,2023-03-16 14:51:30.382,DOTA2,TWITTER,N/A ,914,19,Photo,2.0787746170678334
638,2023-03-16 14:27:24.115,General ,TWITTER,Community Engagement ,15135,204,Photo,1.3478691774033698
639,2023-03-16 14:10:51.742,DOTA2,TWITTER,N/A ,151,5,Text,3.3112582781456954
640,2023-03-16 14:08:09.396,DOTA2,TWITTER,Community Engagement ,2186,95,Photo,4.34583714547118
641,2023-03-16 14:08:08.000,General ,FBPAGE,Community Engagement ,19125,1437,Photo,7.513725490196078
642,2023-03-16 14:02:14.111,General ,TWITTER,Community Engagement ,13326,169,Photo,1.2681975086297463
643,2023-03-16 14:02:13.093,DOTA2,TWITTER,N/A ,651,11,Photo,1.6897081413210446
644,2023-03-16 13:00:42.063,General ,TWITTER,Community Engagement ,11840,274,Video,2.314189189189189
645,2023-03-16 13:00:01.000,General ,FBPAGE,Community Engagement ,10935,521,Video,4.764517604023776
646,2023-03-16 12:05:51.843,General ,TWITTER,Community Engagement ,1977,31,Text,1.5680323722812342
647,2023-03-16 12:00:34.000,General ,INSTAGRAM,Evergreen ,10329,120,Video,1.1617775196049955
648,2023-03-16 12:00:15.683,General ,TWITTER,Community Engagement ,13503,425,Photo,3.1474487151003485
649,2023-03-16 12:00:06.000,General ,TIKTOK_BUSINESS,Evergreen ,1628,122,Video,7.493857493857494
